,loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault
7607,1007928,207928,12218.18182,3,6.03,340.88,A,普通企业,建筑业,6 years,1,1,2012/3/1,5,313,43,3.785454545,0,690.9090909,748.4848485,11,0,0.0,9159.230769,17.53846154,1,0,1-Jul,60137,1,,,,,,3,4024,402.4,0
7608,1023443,223443,12000.0,5,14.99,285.42,C,普通企业,采矿业,2 years,2,2,2016/10/1,0,162,2,12.49090909,0,552.2727273,644.3181818,11,0,0.0,52718.0,84.32307692,0,0,2-Oct,0,1,5.0,0.0,5.0,10.0,6.0,1,73,7.3,0
7609,1025193,225193,17225.0,3,13.332,484.94,B,政府机构,电力、热力生产供应业,< 1 year,1,2,2013/2/1,4,275,8,15.61,0,736.3636364,920.4545455,10,0,0.0,8074.615385,70.26923077,1,0,5-May,4,1,6.0,0.0,1.0,14.0,11.0,1,744,223.2,0
7610,1049870,249870,28636.36364,5,19.97,926.71,D,政府机构,公共服务、社会组织,1 year,0,1,2014/2/1,0,157,8,16.46363636,0,613.6363636,715.9090909,10,1,0.0,34493.53846,105.9230769,0,0,Mar-95,0,1,5.0,0.0,8.0,13.0,8.0,0,16967,5090.1,0
7611,1029660,229660,28636.36364,5,15.99,850.95,C,上市企业,房地产业,9 years,0,1,2016/11/1,0,521,24,20.27,0,564.5454545,705.6818182,14,0,0.0,63992.92308,76.0,0,0,Jul-93,0,1,10.0,,5.0,17.0,9.0,4,11589,2317.8,0
7612,1039583,239583,3272.727273,3,13.189,132.84,B,普通企业,金融业,5 years,1,1,2017/7/1,0,253,21,20.53636364,1,705.0,822.5,10,0,0.0,3255.538462,14.7,0,0,11-Mar,0,1,2.0,0.0,2.0,8.0,7.0,3,470,141.0,0
7613,1024305,224305,2800.0,3,19.92,103.95,D,政府机构,建筑业,10+ years,1,2,2018/7/1,10,690,2,25.05454545,1,540.0,675.0,9,0,0.0,4705.384615,40.61538462,0,0,5-Dec,11,1,3.0,0.0,5.0,19.0,10.0,2,77,7.7,0
7614,1043544,243544,17681.81818,5,15.77,470.62,D,普通企业,金融业,1 year,0,1,2016/1/1,0,480,8,23.01818182,0,665.0,775.8333333,9,0,0.0,8505.0,52.98461538,0,0,5-Mar,0,1,5.0,0.0,2.0,8.0,3.0,3,1298,0.0,0
7616,1008360,208360,6363.636364,3,11.53,230.94,B,幼教与中小学校,采矿业,5 years,1,1,2015/7/1,0,186,9,21.27272727,1,741.8181818,865.4545455,10,2,0.0,6522.461538,39.7,0,0,Jun-95,0,1,5.0,0.0,6.0,7.0,5.0,0,0,0.0,1
7617,1005034,205034,16363.63636,3,10.377,593.83,B,政府机构,住宿和餐饮业,1 year,2,1,2015/11/1,0,341,14,8.001818182,1,548.1818182,593.8636364,10,0,0.0,20985.23077,48.24615385,0,0,May-84,0,1,6.0,0.0,2.0,17.0,9.0,3,5034,1510.2,0
7618,1047806,247806,10861.36364,5,21.97,366.42,E,普通企业,金融业,7 years,1,2,2016/3/1,0,49,12,31.81909091,1,609.0909091,659.8484848,11,0,0.0,8984.769231,56.0,0,0,Dec-99,0,1,6.0,,26.0,9.0,6.0,0,0,0.0,1
7619,1022434,222434,18181.81818,5,25.49,592.79,E,政府机构,公共服务、社会组织,4 years,0,1,2017/3/1,0,775,16,14.83636364,0,665.0,775.8333333,12,0,0.0,17209.61538,69.78461538,0,0,4-Jan,0,1,9.0,0.0,26.0,16.0,8.0,4,4027,1208.1,0
7620,1026438,226438,18550.0,5,18.81,462.02,C,政府机构,公共服务、社会组织,8 years,0,2,2013/11/1,0,197,4,18.51818182,0,705.0,881.25,10,0,0.0,35630.76923,73.2,1,0,Aug-91,26,1,5.0,0.0,3.0,22.0,10.0,5,6057,1211.4,0
7621,1005912,205912,14181.81818,3,6.291,370.48,A,政府机构,电力、热力生产供应业,6 years,0,0,2016/1/1,0,319,0,24.1,0,829.0909091,898.1818182,13,0,0.0,14995.38462,12.83076923,0,0,Mar-96,0,1,5.0,0.0,5.0,19.0,18.0,0,3203,320.3,0
7622,1009623,209623,10909.09091,3,9.891,327.34,B,普通企业,交通运输、仓储和邮政业,3 years,1,0,2015/4/1,0,143,8,25.52727273,0,654.5454545,763.6363636,7,0,0.0,16237.0,38.76923077,1,0,2-Nov,0,1,3.0,0.0,4.0,5.0,3.0,0,0,0.0,1
7623,1044599,244599,6145.454545,3,21.989,193.23,D,政府机构,电力、热力生产供应业,10+ years,0,1,2017/3/1,0,137,32,9.698181818,0,665.0,775.8333333,5,1,1.0,1275.692308,41.35384615,1,0,2-Sep,0,1,2.0,0.0,19.0,11.0,1.0,2,825,247.5,0
7625,1030890,230890,1818.181818,3,23.63,78.08,F,普通企业,文化和体育业,6 years,1,1,2013/6/1,7,166,8,12.73,0,552.2727273,598.2954545,3,0,0.0,6238.0,80.01538462,1,0,8-Jul,8,1,2.0,0.0,0.0,3.0,1.0,3,125,12.5,0
7627,1031619,231619,18000.0,3,14.64,569.08,C,世界五百强,采矿业,6 years,0,1,2014/3/1,2,201,2,11.22545455,0,548.1818182,685.2272727,6,1,1.0,3318.0,48.46153846,1,0,1-Mar,5,1,4.0,,4.0,13.0,5.0,3,2007,0.0,0
7628,1036773,236773,20454.54545,3,16.55,885.73,D,幼教与中小学校,金融业,2 years,1,1,2015/4/1,5,309,30,17.24727273,0,672.7272727,728.7878788,17,0,0.0,5316.923077,15.23076923,1,0,7-Sep,6,1,3.0,0.0,19.0,5.0,4.0,0,7654,2296.2,0
7629,1042948,242948,17727.27273,3,12.683,494.86,B,普通企业,农、林、牧、渔业,10+ years,0,0,2015/9/1,0,218,0,20.12,0,568.6363636,710.7954545,12,0,0.0,14855.76923,40.92307692,1,0,May-86,0,1,6.0,0.0,6.0,14.0,8.0,0,5581,1674.3,0
7630,1033685,233685,15000.0,5,12.74,339.31,C,普通企业,电力、热力生产供应业,10+ years,0,0,2017/2/1,0,151,4,17.29090909,0,769.0909091,897.2727273,21,0,0.0,36574.0,38.30769231,0,0,Mar-88,0,1,10.0,0.0,6.0,31.0,10.0,0,0,0.0,1
7631,1012259,212259,14181.81818,3,18.94,476.14,D,上市企业,信息传输、软件和信息技术服务业,5 years,1,2,2018/8/1,4,32,21,4.26,0,600.0,700.0,6,0,0.0,8887.384615,56.95384615,0,0,14-Oct,4,1,5.0,0.0,0.0,7.0,5.0,0,0,0.0,1
7632,1043296,243296,9600.0,3,13.491,332.75,C,幼教与中小学校,房地产业,5 years,1,2,2017/5/1,0,199,24,28.94,0,741.8181818,803.6363636,7,0,0.0,15870.61538,110.4230769,0,0,9-Sep,0,1,5.0,0.0,8.0,8.0,3.0,3,3621,724.2,0
7633,1043639,243639,17727.27273,3,8.998,471.3,B,普通企业,公共服务、社会组织,10+ years,0,2,2015/7/1,0,25,13,19.16363636,0,593.1818182,642.6136364,20,0,0.0,31083.46154,40.92307692,0,0,Jan-96,0,1,10.0,0.0,9.0,20.0,11.0,3,1782,534.6,0
7634,1033747,233747,31818.18182,5,24.99,1027.1,F,普通企业,建筑业,2 years,0,1,2014/10/1,6,132,12,7.745454545,0,825.0,1031.25,10,0,0.0,4276.615385,4.7,0,0,Nov-97,7,1,2.0,0.0,7.0,9.0,6.0,3,12835,2567.0,0
7635,1042033,242033,15000.0,3,6.741,466.53,A,普通企业,采矿业,10+ years,0,1,2011/7/1,5,116,14,2.65,0,621.8181818,673.6363636,5,0,0.0,2224.615385,28.5,1,0,6-Mar,2079,1,,,,,,2,4672,1401.6,0
7636,1034713,234713,5090.909091,3,11.539,181.99,B,普通企业,公共服务、社会组织,10+ years,1,0,2016/11/1,4,197,4,6.144545455,0,609.0909091,659.8484848,7,1,0.0,10366.15385,51.0,0,0,Aug-00,4,1,5.0,0.0,13.0,9.0,3.0,3,2358,0.0,0
7637,1025843,225843,16363.63636,5,10.99,326.07,B,普通企业,金融业,10+ years,1,1,2014/10/1,0,482,32,12.74545455,1,695.0,810.8333333,13,0,0.0,12199.0,48.67692308,0,0,1-Aug,0,1,8.0,0.0,3.0,20.0,7.0,5,5206,1561.8,0
7638,1020868,220868,35000.0,3,13.014,1204.06,C,世界五百强,住宿和餐饮业,10+ years,0,2,2016/5/1,2,560,44,21.19090909,0,750.0,937.5,18,2,0.0,15135.0,15.46153846,1,0,3-Dec,5,1,5.0,0.0,7.0,15.0,13.0,2,6615,1323.0,0
7639,1024354,224354,14181.81818,3,12.683,395.89,B,政府机构,房地产业,2 years,0,2,2015/5/1,0,500,27,7.510909091,0,670.0,781.6666667,11,1,1.0,14248.84615,70.32307692,1,0,Dec-96,0,1,3.0,0.0,3.0,18.0,6.0,3,1975,197.5,0
7640,1036207,236207,12000.0,3,15.015,408.1,C,普通企业,建筑业,4 years,0,0,2014/3/1,0,149,22,10.18909091,0,552.2727273,690.3409091,9,1,1.0,9736.615385,73.23076923,1,0,Jun-97,0,1,6.0,,5.0,12.0,6.0,2,2166,0.0,0
7641,1041932,241932,24545.45455,3,25.014,1157.24,E,政府机构,建筑业,3 years,2,2,2016/12/1,2,108,21,13.76363636,3,640.9090909,747.7272727,10,0,0.0,2863.846154,8.215384615,0,0,Sep-98,5,1,1.0,0.0,9.0,9.0,4.0,0,0,0.0,1
7642,1019425,219425,7061.363636,3,14.049,208.92,D,政府机构,住宿和餐饮业,,1,2,2015/3/1,4,479,8,33.86,0,725.4545455,906.8181818,14,1,1.0,10001.0,93.0,1,0,Jul-99,4,1,14.0,,3.0,24.0,16.0,0,0,0.0,1
7643,1021197,221197,13909.09091,3,6.633,517.41,A,上市企业,电力、热力生产供应业,10+ years,0,1,2013/10/1,4,438,9,15.3,0,589.0909091,638.1818182,11,0,0.0,17510.76923,37.73076923,0,0,Aug-79,933,1,5.0,0.0,10.0,21.0,13.0,3,3955,0.0,0
7644,1049643,249643,38181.81818,3,12.69,1174.07,C,普通企业,公共服务、社会组织,1 year,1,2,2015/2/1,0,124,13,11.27454545,1,675.0,843.75,9,0,0.0,38495.69231,82.52307692,0,0,Oct-90,0,1,7.0,0.0,6.0,18.0,10.0,3,13838,1383.8,0
7647,1038849,238849,18200.0,3,12.683,508.06,B,普通企业,文化和体育业,6 years,1,1,2015/7/1,0,253,21,23.18,0,564.5454545,611.5909091,13,0,0.0,24206.0,60.7,0,0,May-97,0,1,8.0,0.0,6.0,28.0,10.0,3,5924,592.4,0
7648,1015404,215404,16363.63636,3,8.244,478.12,B,普通企业,住宿和餐饮业,< 1 year,0,1,2016/6/1,4,147,26,20.68,0,752.7272727,940.9090909,12,0,0.0,18106.15385,65.15384615,0,0,3-Oct,4,1,7.0,0.0,4.0,14.0,5.0,3,6553,1310.6,0
7649,1004453,204453,8954.545455,3,15.102,350.11,C,政府机构,公共服务、社会组织,6 years,0,2,2013/9/1,5,310,24,14.39090909,0,741.8181818,803.6363636,8,1,1.0,5582.769231,78.50769231,1,0,5-Nov,154,1,4.0,0.0,2.0,7.0,4.0,2,2586,258.6,0
7650,1042217,242217,17727.27273,5,15.99,364.7,D,普通企业,国际组织,9 years,0,2,2015/1/1,0,556,10,36.16363636,0,556.3636364,602.7272727,13,1,1.0,4025.538462,27.96923077,1,0,Jul-82,0,1,4.0,0.0,11.0,22.0,13.0,0,0,0.0,1
7651,1046931,246931,5454.545455,3,16.55,212.58,D,普通企业,文化和体育业,10+ years,1,0,2015/2/1,0,342,21,16.81818182,0,604.5454545,705.3030303,7,0,0.0,5132.0,60.73846154,1,0,Apr-98,0,1,6.0,0.0,7.0,15.0,2.0,1,2272,0.0,0
7653,1013811,213811,15654.54545,3,13.959,481.37,C,普通企业,建筑业,,1,2,2015/5/1,0,25,13,16.66363636,0,736.3636364,920.4545455,9,1,1.0,6369.230769,56.64615385,1,0,4-May,0,1,7.0,0.0,14.0,7.0,6.0,2,4487,897.4,0
7654,1018426,218426,7200.0,3,11.421,241.53,C,上市企业,金融业,3 years,0,2,2015/4/1,4,189,9,18.29090909,0,548.1818182,685.2272727,16,0,0.0,20692.0,66.3,1,0,3-Sep,4,1,6.0,0.0,16.0,25.0,9.0,3,2138,213.8,0
7655,1006422,206422,20000.0,3,10.99,654.68,B,政府机构,采矿业,1 year,0,1,2016/8/1,0,540,13,14.11363636,0,604.5454545,755.6818182,9,1,0.0,9745.076923,63.64615385,0,0,Jan-96,0,1,3.0,0.0,8.0,3.0,2.0,0,1747,524.1,0
7656,1023230,223230,10472.72727,3,8.39,302.56,B,普通企业,电力、热力生产供应业,8 years,1,0,2016/3/1,4,302,30,31.45090909,0,780.0,975.0,20,0,0.0,54350.76923,78.23076923,0,0,Nov-99,4,1,9.0,0.0,12.0,21.0,11.0,3,2889,0.0,0
7658,1003619,203619,10909.09091,3,12.089,327.34,B,政府机构,电力、热力生产供应业,10+ years,1,2,2016/8/1,0,253,21,16.45363636,0,725.4545455,846.3636364,9,1,1.0,8565.0,43.66153846,1,0,May-82,0,1,5.0,0.0,6.0,13.0,8.0,2,1047,0.0,0
7660,1004881,204881,9090.909091,5,10.503,220.79,B,高等教育机构,房地产业,1 year,1,1,2014/5/1,0,335,8,22.27909091,0,609.5454545,711.1363636,9,0,0.0,10014.23077,66.33846154,0,0,Jul-93,0,1,5.0,0.0,7.0,17.0,8.0,0,3675,1102.5,0
7661,1006649,206649,22500.0,3,6.534,852.4,A,政府机构,文化和体育业,< 1 year,0,1,2015/12/1,0,238,22,10.16727273,0,686.3636364,857.9545455,19,0,0.0,32700.0,24.8,1,0,May-95,0,1,7.0,0.0,7.0,21.0,15.0,1,8097,1619.4,0
7662,1009188,209188,7854.545455,3,18.25,348.27,D,政府机构,金融业,3 years,0,2,2016/6/1,0,90,21,24.75,0,660.0,825.0,13,0,0.0,11277.69231,57.83076923,1,0,Mar-99,0,1,6.0,0.0,5.0,13.0,12.0,0,0,0.0,1
7663,1039467,239467,2181.818182,3,12.141,67.87,C,政府机构,金融业,9 years,2,1,2017/3/1,0,38,21,26.74909091,0,618.1818182,669.6969697,8,1,1.0,7816.153846,37.66153846,0,0,6-Sep,0,1,5.0,0.0,2.0,7.0,2.0,0,0,0.0,1
7665,1004136,204136,28363.63636,5,13.44,551.5,C,幼教与中小学校,交通运输、仓储和邮政业,< 1 year,0,0,2016/1/1,0,345,20,17.94545455,0,631.8181818,684.469697,12,0,0.0,10949.53846,36.5,0,0,4-Oct,2,1,7.0,0.0,21.0,7.0,4.0,0,0,0.0,1
7667,1004548,204548,8000.0,3,14.391,281.22,C,政府机构,农、林、牧、渔业,9 years,1,1,2017/3/1,0,31,2,32.64,0,774.5454545,968.1818182,6,0,0.0,14928.30769,110.3076923,1,0,2-Aug,0,1,4.0,0.0,8.0,5.0,4.0,3,1731,0.0,0
7668,1028558,228558,27075.0,5,17.568,710.11,D,幼教与中小学校,交通运输、仓储和邮政业,1 year,1,2,2013/7/1,0,304,8,25.68,0,654.5454545,763.6363636,10,0,0.0,27034.15385,73.10769231,0,0,Aug-81,32321,1,4.0,0.0,1.0,8.0,6.0,0,12260,1226.0,0
7669,1049415,249415,7363.636364,3,10.74,293.55,B,普通企业,住宿和餐饮业,8 years,1,1,2012/5/1,0,115,8,18.45818182,0,735.0,857.5,2,0,0.0,23304.0,92.1,1,0,1-Aug,58796,1,,,,,,3,3347,1004.1,0
7671,1006598,206598,3818.181818,3,11.691,141.5,C,普通企业,金融业,9 years,2,0,2014/11/1,5,489,30,20.68,0,600.0,750.0,5,0,0.0,8121.0,102.8461538,0,0,Aug-99,6,1,2.0,0.0,4.0,2.0,2.0,1,647,64.7,0
7672,1018350,218350,5600.0,3,10.75,182.68,B,普通企业,住宿和餐饮业,10+ years,0,0,2010/8/1,8,280,9,18.96,0,580.9090909,726.1363636,15,0,0.0,99218.0,82.38461538,1,0,Oct-98,899,1,,,,,,2,1408,422.4,0
7674,1020357,220357,6854.545455,3,11.49,191.24,B,政府机构,建筑业,10+ years,2,1,2017/2/1,0,104,23,13.85181818,0,600.0,700.0,14,1,1.0,16071.0,56.86153846,0,0,4-Jul,0,1,11.0,0.0,5.0,14.0,7.0,1,2462,0.0,0
7675,1014677,214677,18327.27273,3,11.99,557.93,B,普通企业,金融业,2 years,1,1,2013/10/1,4,41,25,14.00727273,0,675.0,787.5,6,0,0.0,21887.0,79.03846154,1,0,8-Oct,5330,1,4.0,0.0,2.0,6.0,4.0,2,1065,319.5,0
7676,1003270,203270,3927.272727,3,13.99,164.03,C,政府机构,金融业,10+ years,1,1,2015/7/1,0,505,10,13.30909091,2,613.6363636,664.7727273,5,0,0.0,1706.769231,26.6,0,0,Jul-00,0,1,2.0,0.0,27.0,9.0,5.0,0,538,0.0,0
7678,1000146,200146,7200.0,3,9.75,231.48,B,政府机构,金融业,10+ years,1,2,2016/6/1,0,38,21,7.227272727,1,736.3636364,920.4545455,9,1,1.0,255.6923077,2.4,0,0,Dec-95,0,1,1.0,0.0,8.0,24.0,11.0,3,180,36.0,0
7679,1038303,238303,9090.909091,3,12.49,334.49,B,普通企业,住宿和餐饮业,10+ years,1,2,2014/3/1,0,459,8,28.49727273,0,686.3636364,800.7575758,6,0,0.0,6555.0,54.1,1,0,Sep-84,0,1,2.0,0.0,3.0,14.0,9.0,3,1774,532.2,0
7680,1029232,229232,24090.90909,5,16.2,647.25,C,世界五百强,交通运输、仓储和邮政业,10+ years,0,2,2013/10/1,0,0,0,18.09818182,0,758.1818182,821.3636364,17,0,0.0,27802.15385,53.5,0,0,Nov-85,28384,1,15.0,0.0,5.0,23.0,16.0,1,9389,2816.7,0
7681,1019288,219288,8693.181818,3,10.681,341.4,B,政府机构,电力、热力生产供应业,7 years,1,2,2013/7/1,0,134,8,12.03272727,0,685.0,742.0833333,10,0,0.0,13917.0,50.2,1,0,5-Jun,1231,1,5.0,0.0,1.0,20.0,14.0,3,3135,627.0,0
7683,1044403,244403,11000.0,3,10.087,350.67,B,政府机构,信息传输、软件和信息技术服务业,7 years,0,1,2015/4/1,4,427,21,17.1,0,715.0,893.75,14,0,0.0,27361.38462,60.8,0,0,Jun-83,4,1,9.0,0.0,1.0,25.0,21.0,0,0,0.0,1
7684,1023946,223946,10636.36364,3,8.767,407.2,A,普通企业,文化和体育业,,1,2,2018/1/1,5,131,6,19.16727273,0,747.2727273,809.5454545,24,0,0.0,15940.61538,24.11538462,0,0,May-00,6,1,13.0,0.0,15.0,37.0,20.0,3,709,141.8,0
7686,1005235,205235,10000.0,3,5.499,304.72,A,普通企业,公共服务、社会组织,10+ years,0,0,2018/8/1,0,574,26,13.00363636,0,613.6363636,715.9090909,24,1,1.0,12296.30769,13.56923077,0,0,Feb-00,0,1,11.0,0.0,2.0,29.0,14.0,3,1547,464.1,0
7687,1013677,213677,13745.45455,5,18.689,313.08,D,普通企业,公共服务、社会组织,9 years,1,2,2017/2/1,0,355,18,14.80090909,0,685.0,799.1666667,7,0,0.0,6717.846154,49.26923077,0,0,12-Dec,0,1,2.0,0.0,3.0,6.0,3.0,4,1285,128.5,0
7690,1000233,200233,8181.818182,5,23.595,273.08,D,普通企业,文化和体育业,1 year,2,2,2017/10/1,3,58,17,10.98818182,0,725.0,845.8333333,2,0,0.0,6734.769231,51.04615385,0,0,13-Jan,3,1,2.0,0.0,0.0,2.0,2.0,0,0,0.0,1
7692,1029811,229811,7000.0,3,7.101,219.0,A,幼教与中小学校,住宿和餐饮业,3 years,1,1,2015/6/1,0,271,35,22.91,1,636.3636364,689.3939394,16,0,0.0,4336.0,32.88461538,0,0,5-Mar,0,1,4.0,0.0,29.0,8.0,4.0,3,288,0.0,0
7693,1006871,206871,28800.0,5,28.72,833.5,F,普通企业,农、林、牧、渔业,< 1 year,1,2,2018/4/1,0,4,3,11.78181818,0,560.4545455,700.5681818,9,0,0.0,868.0,7.753846154,0,0,11-Sep,0,1,2.0,0.0,13.0,7.0,4.0,2,1083,0.0,0
7695,1007723,207723,10909.09091,5,18.205,295.34,D,政府机构,公共服务、社会组织,< 1 year,1,0,2015/10/1,0,177,26,41.76,0,774.5454545,839.0909091,36,0,0.0,32992.61538,18.2,1,0,Aug-98,0,1,14.0,0.0,4.0,50.0,26.0,2,4493,1347.9,0
7696,1031536,231536,4800.0,3,17.56,172.48,D,普通企业,制造业,9 years,1,0,2013/9/1,0,729,14,9.403636364,0,720.0,840.0,8,0,0.0,4931.230769,64.38461538,1,0,4-Jun,32226,1,4.0,0.0,10.0,6.0,4.0,3,633,63.3,0
7697,1016502,216502,6818.181818,3,12.342,246.33,B,政府机构,国际组织,,0,2,2015/12/1,0,186,9,22.98,0,622.7272727,778.4090909,4,0,0.0,11720.76923,109.4153846,0,0,1-Jul,0,1,1.0,0.0,8.0,9.0,5.0,0,3439,0.0,0
7698,1011065,211065,38181.81818,5,17.568,917.97,E,政府机构,金融业,7 years,1,2,2015/4/1,0,51,13,11.97272727,0,695.0,810.8333333,14,0,0.0,70485.0,56.9,1,0,Oct-94,0,1,7.0,0.0,15.0,29.0,23.0,0,0,0.0,1
7700,1019523,219523,6545.454545,3,11.691,269.52,B,普通企业,电力、热力生产供应业,10+ years,0,1,2013/9/1,0,134,8,20.35636364,2,604.5454545,755.6818182,18,0,0.0,33858.0,74.4,1,0,1-Mar,0,1,16.0,0.0,4.0,23.0,15.0,0,0,0.0,1
7701,1001664,201664,13090.90909,5,11.754,273.41,C,政府机构,农、林、牧、渔业,10+ years,1,1,2018/6/1,10,134,8,5.432727273,0,740.0,925.0,6,0,0.0,5251.076923,25.52307692,0,0,4-Feb,11,1,4.0,0.0,3.0,8.0,5.0,3,5991,0.0,0
7702,1005572,205572,5727.272727,3,8.074,217.23,A,世界五百强,金融业,10+ years,1,0,2018/5/1,2,306,26,10.75454545,0,601.3636364,751.7045455,12,0,0.0,6355.384615,17.07692308,0,0,7-Aug,5,1,7.0,0.0,3.0,11.0,8.0,3,2656,0.0,0
7703,1041435,241435,8400.0,3,15.169,286.24,C,幼教与中小学校,建筑业,5 years,1,2,2009/3/1,0,563,10,24.75,0,631.8181818,684.469697,6,0,0.0,2072.0,84.55384615,1,0,Jan-96,19371,1,,,,,,0,0,0.0,1
7704,1041850,241850,25615.90909,3,16.425,786.33,D,普通企业,制造业,3 years,1,2,2016/5/1,0,635,3,16.49454545,0,736.3636364,920.4545455,12,0,0.0,10172.30769,63.43076923,0,0,12-Jan,0,1,6.0,0.0,5.0,7.0,4.0,0,0,0.0,1
7705,1034288,234288,25454.54545,3,10.377,923.73,B,上市企业,公共服务、社会组织,10+ years,0,1,2015/10/1,4,360,0,16.95272727,0,735.0,857.5,6,0,0.0,39526.0,111.2307692,0,0,Apr-91,4,1,3.0,0.0,4.0,8.0,2.0,0,0,0.0,1
7706,1041790,241790,17727.27273,3,5.958,460.56,A,普通企业,农、林、牧、渔业,2 years,2,0,2014/1/1,2,787,14,20.54181818,0,735.0,796.25,15,0,0.0,16299.23077,24.87692308,0,0,4-Nov,705,1,9.0,0.0,11.0,17.0,7.0,0,0,0.0,1
7708,1032391,232391,16000.0,3,12.617,527.39,B,政府机构,建筑业,2 years,0,2,2016/6/1,0,392,32,19.2,0,720.0,840.0,9,1,1.0,9557.692308,77.10769231,1,0,5-Apr,0,1,4.0,0.0,12.0,17.0,9.0,0,0,0.0,1
7709,1049904,249904,14181.81818,5,17.091,311.23,E,普通企业,建筑业,8 years,0,0,2015/11/1,0,178,23,19.95,6,548.1818182,685.2272727,11,0,0.0,4021.153846,25.10769231,1,0,3-Aug,0,1,4.0,0.0,19.0,17.0,8.0,0,0,0.0,1
7710,1017768,217768,10022.72727,3,10.341,363.51,B,普通企业,公共服务、社会组织,,1,2,2016/9/1,4,480,8,20.7,0,685.0,799.1666667,3,0,0.0,15476.53846,75.8,1,0,8-Jan,4,1,2.0,0.0,1.0,3.0,1.0,0,0,0.0,1
7711,1030404,230404,30815.90909,5,26.24,784.41,E,上市企业,金融业,3 years,0,1,2017/3/1,0,196,14,14.34272727,0,785.4545455,850.9090909,6,0,0.0,3643.384615,43.84615385,0,1,10-Jun,0,1,4.0,0.0,5.0,5.0,3.0,2,9509,950.9,0
7712,1028603,228603,32727.27273,5,22.491,880.37,F,世界五百强,住宿和餐饮业,2 years,0,2,2014/1/1,0,185,3,20.96181818,1,552.2727273,690.3409091,10,2,0.0,106715.5385,73.61538462,1,0,Feb-88,268,1,5.0,0.0,6.0,16.0,8.0,3,232,46.4,0
7713,1032220,232220,6872.727273,3,5.841,257.42,A,普通企业,住宿和餐饮业,5 years,0,0,2015/1/1,4,473,8,15.52363636,0,710.0,828.3333333,10,0,0.0,7403.076923,35.07692308,0,0,5-Apr,4,1,4.0,0.0,3.0,18.0,5.0,3,2938,881.4,0
7716,1000435,200435,4727.272727,3,13.58,135.9,C,普通企业,住宿和餐饮业,10+ years,0,1,2018/2/1,0,132,12,30.05454545,0,796.3636364,929.0909091,12,0,0.0,11347.38462,48.09230769,1,1,Aug-00,0,1,9.0,0.0,3.0,14.0,9.0,0,0,0.0,1
7717,1016253,216253,28718.18182,3,6.201,811.52,A,普通企业,交通运输、仓储和邮政业,9 years,1,2,2015/9/1,0,503,8,23.89,0,883.6363636,1030.909091,17,0,0.0,6679.076923,10.61538462,0,0,1-Mar,0,1,3.0,0.0,12.0,16.0,10.0,3,3942,1182.6,0
7719,1036364,236364,23636.36364,5,12.99,454.96,C,政府机构,电力、热力生产供应业,1 year,0,2,2016/6/1,0,79,2,13.01,1,544.0909091,680.1136364,8,0,0.0,9602.769231,48.0,1,0,Jun-98,2,1,6.0,,8.0,9.0,4.0,0,0,0.0,1
7720,1045937,245937,24545.45455,5,26.257,860.78,E,政府机构,国际组织,8 years,2,2,2018/3/1,0,49,12,21.46909091,0,660.0,770.0,22,0,0.0,21428.30769,38.4,0,0,1-Oct,0,1,13.0,0.0,9.0,23.0,14.0,1,11303,2260.6,0
7721,1036897,236897,17136.36364,3,14.014,486.75,C,普通企业,采矿业,10+ years,0,2,2017/1/1,4,206,9,21.29,0,680.0,793.3333333,6,0,0.0,14624.61538,67.2,0,0,2-Sep,4,1,4.0,0.0,14.0,4.0,2.0,3,4487,897.4,0
7722,1003294,203294,5909.090909,3,10.251,164.62,B,政府机构,信息传输、软件和信息技术服务业,2 years,1,0,2016/11/1,0,92,18,8.372727273,1,548.1818182,639.5454545,2,0,0.0,2924.307692,97.46153846,1,0,Jan-99,0,1,1.0,0.0,7.0,8.0,3.0,0,2149,429.8,0
7723,1023771,223771,17509.09091,5,15.99,520.3,D,普通企业,电力、热力生产供应业,10+ years,1,1,2014/11/1,4,104,23,32.34545455,0,552.2727273,598.2954545,13,0,0.0,42204.23077,65.81538462,0,0,Feb-86,4,1,9.0,0.0,6.0,16.0,7.0,4,4566,456.6,0
7724,1019887,219887,19200.0,3,12.84,645.47,C,幼教与中小学校,文化和体育业,5 years,0,2,2008/12/1,0,209,21,16.53545455,0,725.0,785.4166667,23,0,0.0,8776.0,29.07692308,1,0,Sep-83,19895,1,,,,,,0,0,0.0,1
7725,1045346,245346,4909.090909,3,10.75,195.73,B,普通企业,制造业,10+ years,0,1,2016/5/1,0,230,2,6.345454545,0,552.2727273,690.3409091,9,1,1.0,8222.769231,42.86153846,0,0,Mar-96,0,1,4.0,0.0,0.0,13.0,6.0,3,2524,757.2,0
7726,1017249,217249,16363.63636,5,13.33,412.61,C,幼教与中小学校,批发和零售业,10+ years,0,2,2015/7/1,0,735,2,14.69454545,1,720.0,900.0,14,2,1.0,7317.692308,22.9,0,0,Jan-83,0,1,5.0,0.0,30.0,24.0,13.0,3,8256,825.6,0
